id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
105,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,17800,UNIT,2016
123,32,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,18203,UNIT,2016
188,32,JAWA BARAT,3271,KOTA BOGOR,JASA,6477,UNIT,2016
140,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,OBAT-OBATAN,3896,UNIT,2016
53,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,29771,UNIT,2016
232,32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,11322,UNIT,2016
213,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,4219,UNIT,2016
70,32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,7564,UNIT,2016
104,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,INDUSTRI,25604,UNIT,2016
150,32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,8268,UNIT,2016
117,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KERAJINAN,18047,UNIT,2016
81,32,JAWA BARAT,3209,KABUPATEN CIREBON,AGRIBISNIS,26591,UNIT,2016
245,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,8303,UNIT,2016
139,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,8453,UNIT,2016
7,32,JAWA BARAT,3201,KABUPATEN BOGOR,KERAJINAN,20856,UNIT,2016
85,32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,29987,UNIT,2016
240,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,9253,UNIT,2016
207,32,JAWA BARAT,3273,KOTA BANDUNG,KERAJINAN,22743,UNIT,2016
34,32,JAWA BARAT,3204,KABUPATEN BANDUNG,INDUSTRI,92600,UNIT,2016
168,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,10560,UNIT,2016
166,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,14871,UNIT,2016
73,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,8545,UNIT,2016
19,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,28033,UNIT,2016
17,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KERAJINAN,18606,UNIT,2016
179,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,8439,UNIT,2016
30,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,6985,UNIT,2016
156,32,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,17301,UNIT,2016
269,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,2420,UNIT,2016
242,32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,4603,UNIT,2016
244,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,6519,UNIT,2016
189,32,JAWA BARAT,3271,KOTA BOGOR,KULINER,10198,UNIT,2016
108,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA,11228,UNIT,2016
64,32,JAWA BARAT,3207,KABUPATEN CIAMIS,INDUSTRI,28490,UNIT,2016
120,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,OBAT-OBATAN,7212,UNIT,2016
258,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,8541,UNIT,2016
260,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,3842,UNIT,2016
129,32,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,13543,UNIT,2016
238,32,JAWA BARAT,3276,KOTA DEPOK,JASA,13936,UNIT,2016
56,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,17675,UNIT,2016
183,32,JAWA BARAT,3271,KOTA BOGOR,FASHION,13900,UNIT,2016
55,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,25214,UNIT,2016
114,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,INDUSTRI,43210,UNIT,2016
10,32,JAWA BARAT,3201,KABUPATEN BOGOR,OBAT-OBATAN,16624,UNIT,2016
132,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,4770,UNIT,2016
172,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,2503,UNIT,2016
254,32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,10431,UNIT,2016
118,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA,13777,UNIT,2016
234,32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,19910,UNIT,2016
134,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,INDUSTRI,17096,UNIT,2016
256,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,10477,UNIT,2016
163,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,22722,UNIT,2016
204,32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,65250,UNIT,2016
35,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,51185,UNIT,2016
148,32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA,19946,UNIT,2016
39,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,41271,UNIT,2016
11,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,17667,UNIT,2016
67,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KERAJINAN,8821,UNIT,2016
192,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,3024,UNIT,2016
202,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,14524,UNIT,2016
76,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,8636,UNIT,2016
171,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AGRIBISNIS,5854,UNIT,2016
246,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,4953,UNIT,2016
267,32,JAWA BARAT,3279,KOTA BANJAR,KERAJINAN,2337,UNIT,2016
37,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KERAJINAN,26941,UNIT,2016
110,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,OBAT-OBATAN,3644,UNIT,2016
21,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,21459,UNIT,2016
31,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AGRIBISNIS,28118,UNIT,2016
46,32,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,23504,UNIT,2016
137,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KERAJINAN,6983,UNIT,2016
101,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AGRIBISNIS,7438,UNIT,2016
270,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,1196,UNIT,2016
122,32,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,13591,UNIT,2016
155,32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,35237,UNIT,2016
261,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,2698,UNIT,2016
115,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN,25190,UNIT,2016
87,32,JAWA BARAT,3209,KABUPATEN CIREBON,KERAJINAN,23069,UNIT,2016
255,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,11983,UNIT,2016
2,32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,31432,UNIT,2016
95,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,24622,UNIT,2016
210,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,16171,UNIT,2016
59,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,15337,UNIT,2016
98,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA,11858,UNIT,2016
175,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,8525,UNIT,2016
239,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,15186,UNIT,2016
42,32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,17715,UNIT,2016
199,32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,4894,UNIT,2016
235,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,23326,UNIT,2016
187,32,JAWA BARAT,3271,KOTA BOGOR,KERAJINAN,8422,UNIT,2016
209,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,64721,UNIT,2016
27,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KERAJINAN,18034,UNIT,2016
8,32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA,36910,UNIT,2016
45,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,28158,UNIT,2016
136,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,6542,UNIT,2016
72,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,4534,UNIT,2016
170,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,OBAT-OBATAN,6376,UNIT,2016
147,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KERAJINAN,21458,UNIT,2016
84,32,JAWA BARAT,3209,KABUPATEN CIREBON,INDUSTRI,43543,UNIT,2016
236,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,11627,UNIT,2016
4,32,JAWA BARAT,3201,KABUPATEN BOGOR,INDUSTRI,72244,UNIT,2016
32,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,16719,UNIT,2016
167,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KERAJINAN,10307,UNIT,2016
28,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA,21964,UNIT,2016
176,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,3966,UNIT,2016
97,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KERAJINAN,12783,UNIT,2016
233,32,JAWA BARAT,3276,KOTA DEPOK,FASHION,21017,UNIT,2016
208,32,JAWA BARAT,3273,KOTA BANDUNG,JASA,28755,UNIT,2016
264,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,4904,UNIT,2016
152,32,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,13508,UNIT,2016
112,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,10092,UNIT,2016
58,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA,11476,UNIT,2016
237,32,JAWA BARAT,3276,KOTA DEPOK,KERAJINAN,10262,UNIT,2016
89,32,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,33263,UNIT,2016
141,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AGRIBISNIS,27388,UNIT,2016
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,AGRIBISNIS,29535,UNIT,2016
6,32,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,25426,UNIT,2016
248,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,5824,UNIT,2016
145,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,25111,UNIT,2016
173,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,7880,UNIT,2016
169,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,12409,UNIT,2016
83,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,31642,UNIT,2016
121,32,JAWA BARAT,3213,KABUPATEN SUBANG,AGRIBISNIS,17195,UNIT,2016
243,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,5948,UNIT,2016
220,32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,1971,UNIT,2016
268,32,JAWA BARAT,3279,KOTA BANJAR,JASA,1714,UNIT,2016
92,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,12174,UNIT,2016
247,32,JAWA BARAT,3277,KOTA CIMAHI,KERAJINAN,5887,UNIT,2016
33,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,31725,UNIT,2016
230,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,9559,UNIT,2016
193,32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,5742,UNIT,2016
93,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,22360,UNIT,2016
257,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KERAJINAN,8572,UNIT,2016
218,32,JAWA BARAT,3274,KOTA CIREBON,JASA,3639,UNIT,2016
162,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,11123,UNIT,2016
194,32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,7169,UNIT,2016
119,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KULINER,24556,UNIT,2016
191,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,2582,UNIT,2016
60,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,OBAT-OBATAN,6384,UNIT,2016
75,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,13111,UNIT,2016
157,32,JAWA BARAT,3216,KABUPATEN BEKASI,KERAJINAN,17918,UNIT,2016
66,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,11548,UNIT,2016
5,32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,37067,UNIT,2016
216,32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,2909,UNIT,2016
16,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,18096,UNIT,2016
154,32,JAWA BARAT,3216,KABUPATEN BEKASI,INDUSTRI,51329,UNIT,2016
177,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KERAJINAN,5109,UNIT,2016
143,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,30087,UNIT,2016
249,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,6986,UNIT,2016
160,32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,9802,UNIT,2016
48,32,JAWA BARAT,3205,KABUPATEN GARUT,JASA,21121,UNIT,2016
203,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,41121,UNIT,2016
219,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,4979,UNIT,2016
82,32,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,18555,UNIT,2016
182,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,4043,UNIT,2016
12,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,22726,UNIT,2016
253,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,10909,UNIT,2016
38,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA,20968,UNIT,2016
69,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,10943,UNIT,2016
80,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,OBAT-OBATAN,2951,UNIT,2016
205,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,62861,UNIT,2016
158,32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA,23349,UNIT,2016
181,32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,6883,UNIT,2016
241,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,5914,UNIT,2016
138,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA,7723,UNIT,2016
214,32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,7277,UNIT,2016
74,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,INDUSTRI,25846,UNIT,2016
40,32,JAWA BARAT,3204,KABUPATEN BANDUNG,OBAT-OBATAN,14515,UNIT,2016
9,32,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,41946,UNIT,2016
94,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,INDUSTRI,35528,UNIT,2016
51,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AGRIBISNIS,19386,UNIT,2016
62,32,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,8562,UNIT,2016
14,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,40475,UNIT,2016
79,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,9486,UNIT,2016
198,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,4224,UNIT,2016
111,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AGRIBISNIS,14468,UNIT,2016
15,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,26322,UNIT,2016
57,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KERAJINAN,11669,UNIT,2016
262,32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,1419,UNIT,2016
263,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,2995,UNIT,2016
50,32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,9203,UNIT,2016
142,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,12174,UNIT,2016
200,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,1900,UNIT,2016
106,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,8945,UNIT,2016
251,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,6988,UNIT,2016
211,32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,3481,UNIT,2016
252,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,7179,UNIT,2016
130,32,JAWA BARAT,3213,KABUPATEN SUBANG,OBAT-OBATAN,7648,UNIT,2016
3,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,55624,UNIT,2016
128,32,JAWA BARAT,3213,KABUPATEN SUBANG,JASA,17172,UNIT,2016
174,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,INDUSTRI,11995,UNIT,2016
164,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,INDUSTRI,34945,UNIT,2016
77,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KERAJINAN,9307,UNIT,2016
99,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,11408,UNIT,2016
126,32,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,13969,UNIT,2016
103,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASHION,13234,UNIT,2016
186,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,7478,UNIT,2016
227,32,JAWA BARAT,3275,KOTA BEKASI,KERAJINAN,14920,UNIT,2016
65,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,14715,UNIT,2016
225,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,22956,UNIT,2016
116,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,18582,UNIT,2016
43,32,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,25480,UNIT,2016
24,32,JAWA BARAT,3203,KABUPATEN CIANJUR,INDUSTRI,47760,UNIT,2016
68,32,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA,14817,UNIT,2016
250,32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,1891,UNIT,2016
124,32,JAWA BARAT,3213,KABUPATEN SUBANG,INDUSTRI,24097,UNIT,2016
78,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA,5888,UNIT,2016
49,32,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,28732,UNIT,2016
226,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,23452,UNIT,2016
113,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASHION,29238,UNIT,2016
90,32,JAWA BARAT,3209,KABUPATEN CIREBON,OBAT-OBATAN,10350,UNIT,2016
221,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,19228,UNIT,2016
144,32,JAWA BARAT,3215,KABUPATEN KARAWANG,INDUSTRI,50254,UNIT,2016
20,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,OBAT-OBATAN,9998,UNIT,2016
165,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,16558,UNIT,2016
133,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,8822,UNIT,2016
266,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,2642,UNIT,2016
146,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,12849,UNIT,2016
18,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA,21728,UNIT,2016
47,32,JAWA BARAT,3205,KABUPATEN GARUT,KERAJINAN,16886,UNIT,2016
224,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,25773,UNIT,2016
153,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,21788,UNIT,2016
259,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,6768,UNIT,2016
25,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,28686,UNIT,2016
109,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,10810,UNIT,2016
107,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KERAJINAN,10004,UNIT,2016
217,32,JAWA BARAT,3274,KOTA CIREBON,KERAJINAN,4022,UNIT,2016
96,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,13018,UNIT,2016
159,32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,21756,UNIT,2016
161,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AGRIBISNIS,12077,UNIT,2016
196,32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,3208,UNIT,2016
352,32,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,16609,UNIT,2017
411,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AGRIBISNIS,24040,UNIT,2017
362,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,11100,UNIT,2017
413,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,34532,UNIT,2017
354,32,JAWA BARAT,3209,KABUPATEN CIREBON,INDUSTRI,41344,UNIT,2017
291,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,12817,UNIT,2017
454,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,10774,UNIT,2017
371,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AGRIBISNIS,6729,UNIT,2017
456,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,5377,UNIT,2017
475,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,83819,UNIT,2017
340,32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,5942,UNIT,2017
480,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,15581,UNIT,2017
281,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,21377,UNIT,2017
408,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA,8770,UNIT,2017
374,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,INDUSTRI,18446,UNIT,2017
376,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,12832,UNIT,2017
483,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,5885,UNIT,2017
418,32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA,23742,UNIT,2017
432,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,10178,UNIT,2017
355,32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,37538,UNIT,2017
